,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Cluster
55367,8,28.0,9,85653.96,7211.830000000001,8.0,6.0,12.0,4.0,7.0,18.0,9.04,3.0,2,883.74,38.3034432283245,248.0,0,229.08597201647217,154.80437125982115,0,577.2926567237067,1
55400,1,46.0,14,83823.22,6841.2683333333325,3.0,5.0,11.0,1.0,13.0,9.0,7.31,0.0,1,184.71,39.89080960112325,242.0,0,41.30388915808158,108.26967131508523,0,774.5532728601664,1
55401,2,46.0,14,83823.22,6841.2683333333325,3.0,5.0,11.0,1.0,9.0,9.0,7.31,0.0,1,184.71,38.98130202307675,245.0,0,41.30388915808158,49.08339035694296,0,833.7395538183089,1
55402,3,46.0,14,83823.22,6841.2683333333325,3.0,5.0,11.0,1.0,9.0,9.0,0.3099999999999996,0.0,1,184.71,36.63973892017708,244.0,0,41.30388915808158,272.6454762404681,1,620.1774679347836,1
55405,6,46.0,14,83823.22,6841.2683333333325,3.0,5.0,11.0,1.0,9.0,9.0,7.31,0.0,1,184.71,42.447023376111694,247.0,0,41.30388915808158,106.27858888046892,1,786.5443552947829,1
55407,8,46.0,14,83823.22,6841.2683333333325,3.0,5.0,11.0,1.0,14.0,10.0,7.31,0.0,1,184.71,25.645027387184285,249.0,0,41.30388915808158,588.7539550011686,5,344.0689891740832,1
55459,4,39.0,8,122922.24,10210.52,2.0,4.0,10.0,1.0,13.0,7.0,-3.55,3.0,1,1424.04,39.06082245226193,233.0,0,59.65608313787898,308.2687319381384,0,951.7093380340094,1
55461,6,39.0,8,122922.24,10210.52,2.0,4.0,10.0,1.0,13.0,7.0,0.4500000000000002,1654.0,1,1424.04,40.94908882092059,235.0,0,59.65608313787898,195.5110379448594,0,1005.8848789172616,1
55464,1,52.0,9,89913.09,7648.7575,8.0,4.0,10.0,3.0,24.0,14.0,19.7,0.0,2,315.5,37.14873727977324,336.0,1,207.9658973926408,134.3901780125372,2,682.5196745948223,1
55465,2,52.0,9,89913.09,7648.7575,8.0,4.0,10.0,3.0,24.0,13.0,19.7,0.0,2,315.5,43.57148773375105,333.0,1,207.9658973926408,87.16984474619798,0,709.7400078611612,1
55466,3,52.0,9,89913.09,7648.7575,8.0,4.0,10.0,3.0,24.0,12.0,19.7,0.0,2,315.5,37.15829617139168,334.0,0,207.9658973926408,140.84506278242748,0,656.0647898249317,1
55468,5,52.0,9,89913.09,7648.7575,8.0,4.0,10.0,3.0,24.0,13.0,22.7,4.0,2,315.5,41.97098338400376,336.0,1,207.9658973926408,91.8409390691026,1,715.0689135382567,1
55469,6,52.0,9,89913.09,7648.7575,8.0,4.0,10.0,3.0,24.0,13.0,19.7,4.0,2,315.5,38.44251657014599,336.0,1,207.9658973926408,679.5672629399204,3,147.34258966743892,1
55470,7,52.0,9,89913.09,7648.7575,8.0,4.0,10.0,3.0,24.0,10.0,19.7,4.0,2,315.5,33.73138567485248,338.0,1,207.9658973926408,265.1455876351588,1,541.7642649722006,1
55471,8,53.0,9,89913.09,7648.7575,8.0,4.0,10.0,3.0,19.0,10.0,19.7,4.0,2,315.5,33.00496562533957,339.0,1,207.9658973926408,235.77796046249983,3,591.1318921448594,1
55472,1,52.0,3,81223.36,6859.613333333334,3.0,7.0,8.0,0.0,11.0,5.0,8.78,4.0,1,121.02,35.99557621570622,236.0,0,0.0,53.415140626762295,0,872.5461927065712,1
55499,4,37.0,11,131121.75,11211.8125,4.0,3.0,2.0,1.0,14.0,5.0,5.88,3.0,1,1027.15,31.86274821041217,223.5,0,95.6991435454644,393.8347749546256,3,901.64733149991,1
55500,5,37.0,11,131121.75,11211.8125,4.0,3.0,2.0,1.0,16.0,5.0,6.88,3.0,1,1027.15,27.94612587840465,223.0,0,95.6991435454644,234.2722476580752,1,1041.2098587964606,1
55501,6,38.0,11,131121.75,11211.8125,4.0,3.0,2.0,1.0,17.0,5.0,6.88,3.0,1,1027.15,36.8723360022292,224.0,0,95.6991435454644,160.77218914816194,0,1104.7099173063737,1
55502,7,38.0,11,131121.75,11211.8125,4.0,3.0,2.0,1.0,14.0,5.0,2.88,3.0,1,1027.15,36.08331092560665,225.0,0,95.6991435454644,354.93720883283186,4,858.7787529742845,1
55503,8,38.0,11,131121.75,11211.8125,4.0,3.0,2.0,1.0,10.0,5.0,2.88,3.0,1,1027.15,31.82494653929975,226.0,0,95.6991435454644,354.3285575981824,4,951.1535488563532,1
55544,1,28.0,10,69194.98,5657.248333333332,3.0,4.0,16.0,0.0,27.0,11.0,11.43,7.0,2,911.82,38.42702949404135,229.0,1,0.0,107.3133490419773,2,718.4114842913559,1
55545,2,28.0,10,69194.98,5657.248333333332,3.0,4.0,16.0,0.0,27.0,11.0,14.43,7.0,2,911.82,37.5765510281508,230.0,1,0.0,68.11662962147068,1,747.6082037118626,1
55547,4,28.0,10,69194.98,5657.248333333332,3.0,4.0,16.0,0.0,23.0,11.0,14.43,10.0,2,911.82,27.9271251989624,232.0,1,0.0,171.38882020736847,1,644.3360131259649,1
55549,6,28.0,10,69194.98,5657.248333333332,3.0,4.0,16.0,0.0,27.0,12.0,14.43,10.0,2,911.82,34.87843083422224,234.0,1,0.0,184.49189188205816,2,641.2329414512751,1
55551,8,29.0,10,69194.98,5657.248333333332,3.0,4.0,16.0,0.0,27.0,11.0,14.43,10.0,2,911.82,32.35967498078681,236.0,1,0.0,578.8748696140652,5,276.849963719268,1
55616,1,27.0,6,86210.79000000001,7142.232500000001,8.0,7.0,12.0,0.0,28.0,12.0,3.96,0.0,2,587.61,36.84055592118381,370.0,0,0.0,87.19178132837116,3,368.20968881691255,1
55619,4,27.0,6,86210.79000000001,7142.232500000001,8.0,7.0,12.0,0.0,28.0,12.0,3.96,2.0,2,587.61,27.2310568020511,373.0,0,0.0,52.64591156790058,0,901.5773384320996,1
55620,5,27.0,6,86210.79000000001,7142.232500000001,8.0,7.0,12.0,0.0,26.0,12.0,3.96,2.0,2,587.61,27.24087350313825,374.0,0,0.0,934.3679826519872,5,69.85526734801272,1
55621,6,27.0,6,86210.79000000001,7142.232500000001,8.0,7.0,12.0,0.0,28.0,10.0,9.96,2.0,2,587.61,26.787807830342828,375.0,0,0.0,87.19178132837116,5,657.5421726363761,1
55622,7,27.0,6,86210.79000000001,7142.232500000001,8.0,7.0,12.0,0.0,30.0,9.0,3.96,2.0,2,587.61,32.42123323121723,376.0,0,0.0,63.01394399950254,0,891.2093060004976,1
55623,8,27.0,6,86210.79000000001,7142.232500000001,8.0,7.0,12.0,0.0,28.0,12.0,8.96,2.0,2,587.61,42.61329815639675,377.0,0,0.0,111.3696186572398,0,842.8536313427603,1
55640,1,47.0,12,63199.96,5426.663333333333,0.0,5.0,1.0,0.0,-3.0,9.0,11.01,4.0,1,1435.61,26.30718351382833,183.0,0,0.0,282.2048772551451,5,550.4614560781881,1
55641,2,47.0,12,63199.96,5426.663333333333,0.0,5.0,1.0,0.0,0.0,10.0,11.01,4.0,1,1435.61,32.73796022197523,184.0,0,0.0,106.30553809486578,1,686.3607952384675,1
55643,4,47.0,12,63199.96,5426.663333333333,0.0,5.0,1.0,0.0,0.0,9.0,11.01,7.0,1,1435.61,33.04803118600432,186.0,0,0.0,185.3663777526316,1,607.2999555807016,1
55644,5,47.0,12,63199.96,5426.663333333333,0.0,5.0,1.0,0.0,0.0,9.0,11.01,7.0,1,1435.61,34.015861238049105,187.0,0,0.0,10000.0,3,538.7579809366913,1
55645,6,47.0,12,63199.96,5426.663333333333,0.0,5.0,1.0,0.0,2.0,9.0,14.01,7.0,1,1435.61,42.60395457853857,188.0,0,0.0,92.96290516905052,1,699.7034281642829,1
55646,7,48.0,12,63199.96,5426.663333333333,0.0,5.0,1.0,0.0,0.0,6.0,11.01,7.0,1,1435.61,28.976464063597327,189.0,0,0.0,233.78562750388835,2,496.7014985588264,1
55647,8,48.0,12,63199.96,5426.663333333333,0.0,5.0,1.0,0.0,-4.0,11.0,11.01,7.0,1,1435.61,27.5235955060428,186.5,0,0.0,317.9021423126058,2,484.7641910207275,1
55648,1,36.0,9,93890.61,7717.2175,7.0,6.0,5.0,4.0,11.0,12.0,7.06,8.0,2,877.12,34.29556629121616,130.0,1,233.5846628617247,246.3233586250496,3,561.8137285132257,1
55649,2,36.0,9,93890.61,7717.2175,7.0,6.0,5.0,4.0,12.0,12.0,7.06,8.0,2,877.12,38.35193047191668,128.0,1,233.5846628617247,332.40246066161365,5,495.7346264766617,1
55651,4,36.0,9,93890.61,7717.2175,7.0,6.0,5.0,4.0,11.0,12.0,7.06,10.0,2,877.12,33.07754705292945,130.0,1,233.5846628617247,648.3483621145713,5,179.78872502370416,1
55652,5,36.0,9,93890.61,7717.2175,7.0,6.0,5.0,4.0,11.0,12.0,7.06,10.0,2,877.12,36.075743565333184,131.0,0,233.5846628617247,582.7962017864282,2,245.34088535184708,1
55653,6,37.0,9,93890.61,7717.2175,7.0,6.0,5.0,4.0,11.0,12.0,7.06,10.0,2,877.12,25.395701005240497,130.0,0,233.5846628617247,398.27649002147433,2,399.860597116801,1
55655,8,37.0,9,93890.61,7717.2175,7.0,6.0,5.0,4.0,11.0,12.0,7.06,10.0,2,877.12,33.70057822440362,130.0,1,233.5846628617247,168.35401445958834,1,619.783072678687,1
55744,1,54.0,3,60340.02,4946.335,6.0,5.0,17.0,1.0,28.0,20.0,12.78,2.0,2,890.61,29.142937435010523,184.0,1,37.129566360034495,634.7937114842982,5,112.71022215566728,1
55801,2,45.0,9,84833.62,6875.468333333332,5.0,1.0,8.0,4.0,4.0,3.0,4.05,2.0,1,557.38,38.82693782117104,243.0,0,274.9442043933726,638.4542325869537,4,54.14839635300712,1
55841,2,28.0,12,65929.12,5649.093333333332,6.0,5.0,18.0,2.0,8.0,5.0,21.76,7.0,2,1329.17,39.66609037782906,239.0,1,64.91669021308391,71.58474996076839,1,678.4078931594811,1
55842,3,28.0,12,65929.12,5649.093333333332,6.0,5.0,18.0,2.0,8.0,8.0,17.76,7.0,2,1329.17,37.865061570594186,240.0,1,64.91669021308391,204.68966517657043,1,545.302977943679,1
55843,4,29.0,12,65929.12,5649.093333333332,6.0,5.0,18.0,2.0,5.0,8.0,17.76,12.0,2,1329.17,32.19064295969649,241.0,1,64.91669021308391,89.7276478816678,1,660.2649952385816,1
55844,5,29.0,12,65929.12,5649.093333333332,6.0,5.0,18.0,2.0,8.0,11.0,17.76,12.0,2,1329.17,31.39464899631793,242.0,1,64.91669021308391,104.39571398447156,1,645.5969291357777,1
55845,6,29.0,12,65929.12,5649.093333333332,6.0,5.0,18.0,2.0,8.0,10.0,17.76,12.0,2,1329.17,32.57095397210708,243.0,1,64.91669021308391,138.79768609261336,1,611.1949570276361,1
55856,1,25.0,6,69136.54,5902.378333333332,3.0,4.0,14.0,0.0,6.0,15.0,7.18,3.0,2,478.85,34.66909518584673,202.0,1,0.0,189.8991391522026,3,660.3386941811308,1
55858,3,25.0,6,69136.54,5902.378333333332,3.0,4.0,14.0,0.0,11.0,21.0,7.18,3.0,2,478.85,26.79292125348392,204.0,1,0.0,188.69255297612625,1,651.5452803572073,1
55861,6,25.0,6,69136.54,5902.378333333332,3.0,4.0,14.0,0.0,9.0,18.0,7.18,3.0,2,478.85,36.60863768844281,207.0,1,0.0,10000.0,3,602.9887975038178,1
55862,7,25.0,6,69136.54,5902.378333333332,3.0,4.0,14.0,0.0,9.0,21.0,6.18,3.0,2,478.85,25.23215607572129,208.0,1,0.0,211.6332269359074,3,648.604606397426,1
55863,8,26.0,6,69136.54,5902.378333333332,3.0,4.0,14.0,0.0,14.0,18.0,7.18,3.0,2,478.85,32.103163720187204,209.0,1,0.0,435.93700154823983,5,444.3008317850936,1
55867,4,46.0,1,61976.44,5027.703333333334,1.0,5.0,8.0,4.0,-3.0,11.0,11.01,3.0,1,78.47,24.753565758484665,214.0,0,190.5567505612649,317.66969487258905,2,254.54388789947947,1
55875,4,28.0,5,87416.52,7037.71,2.0,7.0,6.0,3.0,4.0,2566.0,6.67,3.0,1,814.52,40.76032993703962,216.5,0,151.85679759335918,185.2254774011217,1,616.6887250055192,1
55876,5,28.0,5,87416.52,7037.71,2.0,7.0,6.0,3.0,4.0,2.0,6.67,3.0,1,814.52,27.993371194048216,215.0,0,151.85679759335918,252.67061119238568,2,559.2435912142553,1
55877,6,28.0,5,87416.52,7037.71,2.0,7.0,6.0,3.0,5.0,4.0,6.67,3.0,1,814.52,29.239668090072,216.0,0,151.85679759335918,222.66452926962063,1,579.2496731370203,1
55878,7,28.0,5,87416.52,7037.71,2.0,7.0,6.0,3.0,4.0,3.0,6.67,3.0,1,814.52,25.653009508895543,217.0,0,151.85679759335918,238.2950739161346,1,563.6191284905063,1
55879,8,28.0,5,87416.52,7037.71,2.0,7.0,6.0,3.0,4.0,2.0,6.67,3.0,1,814.52,36.387928270004615,218.0,0,151.85679759335918,316.3343750892003,3,505.5798273174406,1
55888,1,31.0,2,60878.97,5173.2475,4.0,6.0,12.0,5.0,8.0,16.0,10.7,4.0,2,946.64,33.78757190504358,75.0,1,158.3220875216095,56.646329909153536,1,552.3563325692371,1
55891,4,32.0,2,60878.97,5173.2475,4.0,6.0,12.0,5.0,12.0,16.0,10.7,4.0,2,946.64,26.384701842601466,78.0,1,158.3220875216095,695.1890107143419,5,527.8161810642116,1
55893,6,32.0,2,60878.97,5173.2475,4.0,6.0,12.0,5.0,12.0,18.0,10.7,4.0,2,946.64,28.327948441429825,80.0,1,158.3220875216095,205.6860392906813,2,413.31662318770935,1
55894,7,32.0,2,60878.97,5173.2475,4.0,6.0,12.0,5.0,12.0,16.0,6.699999999999998,9.0,2,946.64,38.816147751238496,81.0,1,158.3220875216095,71.18648141417896,0,527.8161810642116,1
55932,5,42.0,12,61737.94,4888.828333333334,5.0,3.0,20.0,3.0,12.0,20.0,8.38,3.0,2,161.0,29.410657236805573,362.0,0,111.63727651838812,112.0329809290501,2,525.2125758858951,1
55935,8,42.0,12,61737.94,4888.828333333334,5.0,3.0,20.0,3.0,13.0,20.0,8.38,6.0,2,161.0,27.987937089029664,364.0,0,111.63727651838812,226.28846245869832,3,420.95709435624696,1
55955,4,41.0,3,61756.52,5312.376666666666,9.0,5.0,33.0,4.0,43.0,14.0,2.35,6.0,0,1854.48,23.784122552928967,73.0,1,126.57994723128286,190.21418649202752,1,464.44353294335633,1
56043,4,44.0,13,61627.0,4863.583333333333,1.0,6.0,2.0,1.0,13.0,8.0,7.35,2.0,1,1485.87,36.41095823593587,242.0,0,35.07796296694198,107.74545517716996,0,583.5349151892215,1
56047,8,44.0,13,61627.0,4599.783962197371,1.0,6.0,2.0,1.0,18.0,8.0,7.35,2.0,1,1485.87,33.41524994410507,246.0,0,298.8773341029049,10000.0,1,646.9585822206109,1
56051,4,19.0,1,106215.04,8592.253333333332,6.0,4.0,9.0,3.0,27.0,15.0,9.71,10.0,2,1067.77,38.03302105062883,283.0,1,152.9557281490174,310.22740415499675,4,676.0422010293191,1
56052,5,19.0,1,106215.04,8592.253333333332,6.0,4.0,9.0,3.0,26.0,16.0,9.71,10.0,2,1067.77,26.032925103769788,284.0,1,152.9557281490174,758.0958555110643,4,228.17374967325145,1
56054,7,19.0,1,106215.04,8592.253333333332,6.0,4.0,9.0,3.0,27.0,15.0,9.71,10.0,2,1067.77,32.49444484578276,286.0,1,152.9557281490174,352.4609488051292,2,613.8086563791868,1
56056,1,43.0,1,93529.05,7775.087499999999,5.0,4.0,17.0,2.0,20.0,9.0,8.33,5.0,2,757.74,33.159176395662264,231.0,1,122.84071771887484,294.75373024192106,1,609.914302039204,1
56058,3,43.0,1,93529.05,7775.087499999999,5.0,4.0,17.0,2.0,23.0,9.0,1.33,9.0,2,757.74,31.59920944906434,233.0,1,122.84071771887484,721.2299541952137,3,612.0827068193163,1
56062,7,43.0,1,93529.05,7775.087499999999,5.0,4.0,17.0,2.0,20.0,9.0,7.33,9.0,2,757.74,28.721053092974444,237.0,1,122.84071771887484,721.2299541952137,4,213.4380780859113,1
56083,4,17.0,10,60335.25,5120.9375,9.0,9.0,15.0,2.0,44.0,13.0,11.04,7.0,0,1814.22,35.37948720639003,203.0,0,92.4254713823744,563.1874751151832,5,146.48080350244237,1
56084,5,17.0,10,60335.25,5120.9375,9.0,9.0,15.0,2.0,41.0,13.0,11.04,7.0,0,1814.22,28.1373888948766,204.0,1,92.4254713823744,178.93173105751788,4,301.7179829256245,1
56085,6,17.0,10,60335.25,5120.9375,9.0,9.0,15.0,2.0,44.0,19.0,11.04,7.0,0,1814.22,30.458101494005927,205.0,1,92.4254713823744,91.83928547976028,0,567.8289931378654,1
56086,7,17.0,10,60335.25,5120.9375,9.0,9.0,15.0,2.0,44.0,16.0,11.04,7.0,0,1814.22,37.592919855539655,206.0,1,92.4254713823744,139.79190132105074,1,529.8763772965749,1
56123,4,19.0,13,72152.8,5849.733333333334,4.0,7.0,3.0,3.0,19.0,5.0,9.04,5.0,1,847.35,31.95431207596743,350.0,0,171.80656687493232,243.39567492312813,3,439.7710915352728,1
56179,4,44.0,7,70686.44,5805.536666666668,0.0,1.0,4.0,4.0,13.0,10.0,0.93,2.0,1,1488.12,39.99818645715233,283.0,0,164.4569489963524,371.4224408274519,2,304.67427684286235,1
56182,7,44.0,7,70686.44,5805.536666666668,0.0,1.0,4.0,4.0,13.0,10.0,0.93,2.0,1,1488.12,38.28222270719041,286.0,0,164.4569489963524,115.9015133413995,1,550.1952043289148,1
56216,1,45.0,2,105675.6,8894.3,7.0,5.0,18.0,0.0,12.0,17.0,8.45,1.0,2,941.61,36.31075606124772,377.0,0,0.0,400.3641007291925,4,769.0658992708073,1
56219,4,45.0,2,105675.6,8894.3,7.0,5.0,18.0,0.0,15.0,17.0,8.45,1.0,2,941.61,39.63863080737658,380.0,0,0.0,318.52882292547804,3,840.9011770745219,1
56220,5,45.0,2,105675.6,8894.3,7.0,5.0,18.0,0.0,15.0,18.0,8.45,1.0,2,941.61,40.86675162216584,381.0,0,0.0,238.3479969151121,2,901.0820030848876,1
56221,6,46.0,2,105675.6,8894.3,7.0,5.0,18.0,0.0,15.0,17.0,8.45,1.0,2,941.61,29.546237567451858,382.0,0,0.0,278.496124790618,2,870.933875209382,1
56305,2,48.0,0,114082.64,9508.886666666667,6.0,3.0,9.0,0.0,27.0,19.0,10.61,3.0,2,44.01,28.486243511230374,258.0,0,0.0,236.04425940025345,0,954.8444072664132,1
56307,4,48.0,0,114082.64,9508.886666666667,6.0,3.0,9.0,0.0,28.0,19.0,10.61,3.0,2,44.01,36.583447178603045,261.5,0,0.0,157.38989770770084,1,1043.498768958966,1
56308,5,49.0,0,114082.64,9508.886666666667,6.0,3.0,9.0,0.0,31.0,19.0,7.6099999999999985,3.0,2,44.01,40.70894866789981,261.0,0,0.0,261.1628078763476,3,959.7258587903192,1
56309,6,49.0,0,114082.64,9508.886666666667,6.0,3.0,9.0,0.0,27.0,16.0,10.61,3.0,2,44.01,33.57326942644744,262.0,0,0.0,134.93243082238547,1,1065.9562358442813,1
56310,7,49.0,0,114082.64,9508.886666666667,6.0,3.0,9.0,0.0,27.0,3881.0,10.61,3.0,2,44.01,39.904441538556135,263.0,0,0.0,186.88917261645503,1,1013.9994940502116,1
56376,1,41.0,8,119402.64,9679.22,8.0,7.0,19.0,3.0,7.0,10.0,3.39,2.0,2,766.15,42.49138956443772,349.0,0,176.1574913995295,87.8925453037792,0,943.8719632966912,1
56377,2,41.0,8,119402.64,9679.22,8.0,7.0,19.0,3.0,7.0,11.0,3.39,2.0,2,766.15,23.797696038452905,351.5,0,176.1574913995295,675.6116455924019,4,396.1528630080685,1
56378,3,42.0,8,119402.64,9679.22,8.0,7.0,19.0,3.0,8.0,13.0,3.39,2.0,2,766.15,41.6615506221662,351.0,0,176.1574913995295,191.71230094520016,0,840.0522076552704,1
56379,4,42.0,8,119402.64,9679.22,8.0,7.0,19.0,3.0,7.0,13.0,7.3900000000000015,2.0,2,766.15,29.52620524329475,352.0,0,176.1574913995295,145.36337938897725,0,886.4011292114932,1
56382,7,42.0,8,119402.64,9679.22,8.0,7.0,19.0,3.0,7.0,13.0,3.39,2.0,2,766.15,36.895288005828775,355.0,0,176.1574913995295,1173.0898776792633,0,863.2266684333817,1
56408,1,52.0,7,76040.81999999999,6323.735,7.0,4.0,8.0,4.0,24.0,15.0,9.23,3.0,2,982.4,28.14222167357344,203.0,1,223.69410704142024,611.3415238392972,4,77.33786911928256,1
56409,2,52.0,7,76040.81999999999,6323.735,7.0,4.0,8.0,4.0,26.0,15.0,9.23,3.0,2,982.4,39.28894183865474,204.0,1,223.69410704142024,217.52699904965647,1,481.1523939089233,1
56410,3,52.0,7,76040.81999999999,6323.735,7.0,4.0,8.0,4.0,24.0,12.0,9.23,3.0,2,982.4,37.35096608363439,205.0,1,223.69410704142024,152.88706780634735,0,495.7923251522325,1
56412,5,52.0,7,76040.81999999999,6323.735,7.0,4.0,8.0,4.0,25.0,15.0,9.23,3.0,2,982.4,34.50125265547395,207.0,1,223.69410704142024,138.62397628656026,1,520.0554166720195,1
56413,6,52.0,7,76040.81999999999,6323.735,7.0,4.0,8.0,4.0,24.0,17.0,13.23,3.0,2,982.4,35.43785370840279,208.0,1,223.69410704142024,679.9226092219952,5,18.756783736584453,1
56414,7,52.0,7,76040.81999999999,6323.735,7.0,4.0,8.0,4.0,24.0,15.0,9.23,3.0,2,982.4,35.20246845803553,209.0,1,223.69410704142024,151.6017046236894,1,507.0776883348904,1
56415,8,52.0,7,76040.81999999999,6323.735,7.0,4.0,8.0,4.0,24.0,15.0,9.23,3.0,2,982.4,37.78990835070096,210.0,1,223.69410704142024,10000.0,4,353.08029876820524,1
56496,1,17.0,14,126578.8,10817.233333333334,4.0,7.0,6.0,4.0,7.0,14.0,18.57,7.0,2,1156.17,37.81398531804175,221.0,0,328.65880256975163,10000.0,2,307.7998124329023,1
56497,2,17.0,14,126578.8,10817.233333333334,4.0,7.0,6.0,4.0,9.0,14.0,24.57,7.0,2,1156.17,40.594128911458,225.0,1,328.65880256975163,171.07864808412174,4,821.98588267946,1
56499,4,17.0,14,126578.8,10817.233333333334,3.0,6.0,6.0,4.0,12.0,14.0,18.57,7.0,2,1156.17,21.310906828115748,224.0,1,328.65880256975163,10000.0,5,468.2167347828772,1
56500,5,17.0,14,126578.8,10817.233333333334,3.0,6.0,6.0,4.0,7.0,14.0,18.57,7.0,2,1156.17,38.32836099700747,225.0,0,328.65880256975163,101.55860385151372,0,891.505926912068,1
56502,7,18.0,14,126578.8,10817.233333333334,3.0,6.0,6.0,4.0,7.0,14.0,18.57,7.0,2,1156.17,33.97412228535217,227.0,1,328.65880256975163,574.8477959807045,5,468.2167347828772,1
56503,8,18.0,14,126578.8,10817.233333333334,3.0,6.0,6.0,4.0,7.0,14.0,13.57,7.0,2,1156.17,38.3487933499397,228.0,1,328.65880256975163,955.0665693101976,4,77.99796145338429,1
56512,1,17.0,7,73128.0,5796.0,5.0,6.0,20.0,1.0,15.0,10.0,15.63,4.0,2,1237.13,33.489569143274544,237.0,1,42.36714782204038,126.08093353243872,0,651.1519186455208,1
56513,2,17.0,7,73128.0,5796.0,5.0,6.0,20.0,1.0,15.0,10.0,15.63,4.0,2,1237.13,28.643111573740573,238.0,0,42.36714782204038,443.1187281397029,5,384.1141240382567,1
56514,3,17.0,7,73128.0,5796.0,5.0,6.0,20.0,1.0,15.0,10.0,15.63,4.0,2,1237.13,39.67307968228325,239.0,0,42.36714782204038,10000.0,1,703.4200653565915,1
56515,4,18.0,7,73128.0,5796.0,5.0,6.0,20.0,1.0,17.0,10.0,15.63,4.0,2,1237.13,33.87086774950648,240.0,1,42.36714782204038,236.00710488777847,4,581.2257472901812,1
56516,5,18.0,7,73128.0,5796.0,5.0,6.0,20.0,1.0,15.0,10.0,15.63,4.0,2,1237.13,42.73449636303648,239.0,1,42.36714782204038,97.66657041269386,0,679.5662817652658,1
56518,7,18.0,7,73128.0,5796.0,5.0,6.0,20.0,1.0,15.0,10.0,15.63,4.0,2,1237.13,30.429752127320004,243.0,1,42.36714782204038,480.6212098659462,5,346.6116423120135,1
56528,1,31.0,6,147894.56,12186.546666666669,0.0,5.0,4.0,0.0,15.0,7.0,7.57,1138.0,1,1301.91,47.93798001664828,195.0,0,0.0,89.09524555529667,0,1369.5594211113698,1
56536,1,43.0,7,142204.08,12141.339999999998,6.0,7.0,17.0,4.0,21.0,11.0,1.4300000000000002,3.0,2,1259.66,37.8232846382916,284.0,1,250.40888139736407,943.0375830257044,4,300.6875355769314,1
56537,2,43.0,7,142204.08,12141.339999999998,6.0,7.0,17.0,4.0,24.0,11.0,3.43,3.0,2,1259.66,36.61995094891916,282.0,1,250.40888139736407,1241.0965443807354,4,2.6285742219000667,1
56538,3,43.0,7,142204.08,12141.339999999998,6.0,7.0,17.0,4.0,21.0,14.0,3.43,3.0,2,1259.66,22.35487354926527,283.0,0,250.40888139736407,1064.9451934374265,5,188.7799251652092,1
56544,1,18.0,12,127594.92,10535.91,5.0,4.0,5.0,3.0,8.0,8.0,14.55,7.0,2,1321.69,28.204114849212623,207.0,1,231.45324914039503,269.2438893267662,0,792.8938615328391,1
56546,3,19.0,12,127594.92,10535.91,5.0,4.0,5.0,3.0,17.0,10.0,10.55,10.0,2,1321.69,35.910782020452935,209.0,1,231.45324914039503,287.6617529802205,1,784.4759978793846,1
56547,4,19.0,12,127594.92,10535.91,5.0,4.0,5.0,3.0,12.0,10.0,14.55,10.0,2,1321.69,37.31662075503994,210.0,1,231.45324914039503,356.7418474860473,1,715.3959033735578,1
56548,5,19.0,12,127594.92,10535.91,5.0,4.0,5.0,3.0,12.0,8.0,14.55,10.0,2,1321.69,25.47712419270761,211.0,1,231.45324914039503,1080.4825625710598,4,21.65518828854533,1
56551,8,19.0,12,127594.92,10535.91,5.0,4.0,5.0,3.0,12.0,8.0,14.55,10.0,2,1321.69,31.188521870371773,214.0,0,231.45324914039503,925.8607842422008,3,166.27696661740424,1
56563,4,44.0,3,63733.54,5163.128333333333,4.0,5.0,13.0,4.0,21.0,16.0,11.74,2.0,2,542.35,27.609801150892768,193.0,1,202.9105763552317,93.77773081210164,0,459.6245261659999,1
56649,2,43.0,1,68214.9,5660.575,6.0,5.0,7.0,2.0,30.0,2671.0,16.22,1.0,2,978.49,32.57560183363855,332.0,1,59.13169477949359,102.50645009674896,0,644.4193551237574,1
56650,3,43.0,1,68214.9,5660.575,6.0,5.0,7.0,2.0,28.0,13.0,16.22,1.0,2,978.49,31.5057057255652,333.0,1,59.13169477949359,423.3033291908445,5,373.62247602966187,1
56652,5,43.0,1,68214.9,5660.575,6.0,5.0,7.0,2.0,30.0,12.0,16.22,6.0,2,978.49,26.858374392634325,335.0,0,59.13169477949359,182.9615676663477,3,593.9642375541588,1
56653,6,43.0,1,68214.9,5660.575,6.0,5.0,7.0,2.0,30.0,12.0,16.22,6.0,2,978.49,33.14713728189007,336.0,1,59.13169477949359,67.90187095855114,0,679.0239342619552,1
56654,7,43.0,1,68214.9,5660.575,6.0,5.0,7.0,2.0,30.0,12.0,16.22,6.0,2,978.49,28.93097260292804,337.0,1,59.13169477949359,82.01234062567742,1,674.9134645948291,1
56655,8,43.0,1,68214.9,5660.575,6.0,5.0,7.0,2.0,30.0,12.0,16.22,6.0,2,978.49,26.59988346920549,338.0,1,59.13169477949359,110.68781741951928,1,646.2379878009873,1
