,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Cluster
47366,7,30.0,14,22709.37,2115.4475,6.0,5.0,19.0,2.0,23.0,8.0,17.62,8.0,2,412.53,28.824468417969257,319.0,1,25.4387801220134,42.78195138391451,0,383.3240184940721,0
47377,2,27.0,13,22846.31,2166.859166666667,7.0,3.0,5.0,3.0,29.0,8.0,19.12,2.0,2,1374.76,36.07024837548612,252.0,1,44.81412898379753,34.5942076542643,1,387.2775800286049,0
47379,4,27.0,13,22846.31,2166.859166666667,7.0,3.0,5.0,3.0,29.0,8.0,14.12,2.0,2,1374.76,31.67590470073629,254.0,0,44.81412898379753,97.59580219113516,1,368.81825668261126,0
47380,5,27.0,13,22846.31,2166.859166666667,7.0,3.0,5.0,3.0,29.0,10.0,26.12,5.0,2,1374.76,30.307689000955683,255.0,1,44.81412898379753,97.59580219113516,3,344.275985491734,0
47381,6,27.0,13,22846.31,2166.859166666667,7.0,3.0,5.0,3.0,29.0,8.0,19.12,5.0,2,1374.76,24.71967123053717,256.0,1,44.81412898379753,176.7630181145684,3,265.10876956830083,0
47385,2,26.0,1,26649.48,2040.79,4.0,6.0,4.0,4.0,27.0,22.0,7.49,4.0,2,496.59,37.77685824355376,284.0,0,73.10945320729726,97.39236458646944,5,293.5771822062333,0
47386,3,26.0,1,26649.48,2040.79,4.0,6.0,4.0,4.0,27.0,20.0,9.49,4.0,2,496.59,26.65888597389279,285.0,0,73.10945320729726,142.20663288137268,2,248.7629139113301,0
47392,1,30.0,0,9765.685,579.8070833333333,5.0,7.0,17.0,4.0,26.0,16.0,16.47,4.0,2,989.35,28.1705978585614,326.0,0,25.14704536835644,53.627217893834704,5,269.2064450711422,0
47395,4,30.0,0,9765.685,579.8070833333333,5.0,7.0,17.0,4.0,26.0,21.0,10.47,4.0,2,989.35,30.76597850588078,329.0,0,25.14704536835644,38.22583241967909,5,284.6078305452978,0
47396,5,30.0,0,9765.685,579.8070833333333,5.0,7.0,17.0,4.0,26.0,18.0,10.47,4.0,2,989.35,30.06763218498846,330.0,0,25.14704536835644,42.61039229631625,4,270.22327066866063,0
47397,6,30.0,0,9765.685,579.8070833333333,5.0,7.0,17.0,4.0,26.0,18.0,10.47,4.0,2,989.35,34.87072180554397,330.0,0,25.14704536835644,49.281176687716105,4,263.5524862772608,0
47398,7,30.0,0,9765.685,579.8070833333333,5.0,7.0,17.0,4.0,26.0,18.0,7.4700000000000015,4.0,2,989.35,35.899049195096225,332.0,0,25.14704536835644,29.772034925364963,3,273.06162803961195,0
47399,8,30.0,0,9765.685,579.8070833333333,5.0,7.0,17.0,4.0,26.0,18.0,10.47,4.0,2,989.35,38.03076174074159,333.0,0,25.14704536835644,40.62031854500575,5,282.2133444199711,0
47441,2,25.0,8,15648.85,1413.0708333333334,7.0,7.0,23.0,7.0,33.0,19.0,4.64,67.0,0,3739.35,40.7921905713871,58.0,1,67.85705167787852,43.5731253623245,4,309.8769062931304,0
47452,5,53.0,2,28127.13,2579.9275,6.0,5.0,11.0,1.0,19.0,18.0,15.0,5.0,2,1187.43,27.284416978920977,320.0,1,17.031344641772293,148.92385291249047,2,352.03755244573733,0
47453,6,53.0,2,28127.13,2579.9275,6.0,5.0,11.0,1.0,17.0,19.0,15.0,5.0,2,1187.43,29.47716791708789,321.0,0,17.031344641772293,121.93500729322834,5,399.0263980649994,0
47454,7,53.0,2,28127.13,2579.9275,6.0,5.0,11.0,1.0,17.0,18.0,15.0,5.0,2,1187.43,23.427417880013856,322.0,1,17.031344641772293,283.4039137885908,5,247.55749156963697,0
47456,1,18.0,0,28876.41,2682.3675,8.0,4.0,6.0,4.0,18.0,11.0,16.19,6.0,2,812.5,34.43273880215675,94.0,1,50.29382155486634,123.89386730220758,1,374.049061142926,0
47457,2,18.0,0,28876.41,2682.3675,8.0,4.0,6.0,4.0,18.0,11.0,16.19,6.0,2,812.5,25.249762000706447,95.0,1,50.29382155486634,186.7883821668437,2,291.15454627829,0
47462,7,18.0,0,28876.41,2682.3675,8.0,4.0,6.0,4.0,14.0,11.0,16.19,8.0,2,812.5,31.95425611900919,95.0,1,50.29382155486634,110.86051251115391,1,357.08241593397975,0
47463,8,18.0,0,28876.41,2682.3675,8.0,4.0,6.0,4.0,18.0,11.0,16.19,8.0,2,812.5,29.14662496804028,101.0,1,50.29382155486634,31.94701370002997,1,435.9959147451037,0
47467,4,31.0,0,17583.65,1177.3041666666668,6.0,10.0,25.0,3.0,55.0,17.0,13.3,17.0,2,2076.62,34.11461650210528,220.0,1,26.79540286707494,159.24701448364397,5,221.68799931594776,0
47469,6,31.0,0,17583.65,1177.3041666666668,6.0,10.0,25.0,3.0,52.0,23.0,7.300000000000002,17.0,2,2076.62,39.858090700330855,221.5,1,26.79540286707494,65.41710392631714,2,285.5179098732746,0
47479,8,21.0,12,16038.68,1538.5566666666666,3.0,4.0,15.0,0.0,9.0,14.0,11.12,7.0,2,984.67,32.296550399853466,228.0,0,0.0,109.84736221800458,5,334.0083044486621,0
47483,4,22.0,14,11980.385,1030.3654166666663,5.0,3.0,18.0,3.0,25.0,16.0,17.4,7.0,2,29.81,25.614808859205983,379.0,1,26.265887345631587,75.10571566330418,3,271.6649386577309,0
47484,5,22.0,14,11980.385,1030.3654166666663,5.0,3.0,18.0,3.0,25.0,18.0,17.4,7.0,2,29.81,35.9545191827985,380.0,1,26.265887345631587,65.66214519123696,5,301.1085091297981,0
47485,6,22.0,14,11980.385,1030.3654166666663,5.0,3.0,18.0,3.0,26.0,17.0,17.4,7.0,2,29.81,32.687936682342766,381.0,1,26.265887345631587,128.86737505610276,5,237.9032792649324,0
47486,7,22.0,14,11980.385,1030.3654166666663,5.0,3.0,18.0,3.0,25.0,18.0,18.4,10.0,2,29.81,27.270962990915624,379.5,1,26.265887345631587,79.31414744711724,4,277.456506873918,0
47487,8,22.0,14,11980.385,1030.3654166666663,5.0,3.0,18.0,3.0,25.0,18.0,17.4,10.0,2,29.81,35.48212630851261,379.5,1,26.265887345631587,49.3375038654408,4,307.4331504555944,0
47488,1,23.0,1,33470.66,2562.221666666667,6.0,3.0,7.0,4.0,30.0,2196.0,8.98,0.0,2,1423.22,38.0209945962326,233.0,1,99.31719754242884,225.68137749026013,3,201.2235916339777,0
47490,3,23.0,1,33470.66,2562.221666666667,6.0,3.0,7.0,4.0,30.0,7.0,7.98,0.0,2,1423.22,25.327277151141203,235.0,1,99.31719754242884,224.2076915547269,5,222.69727756951093,0
47492,5,23.0,1,33470.66,2562.221666666667,6.0,3.0,7.0,4.0,30.0,12.0,8.98,0.0,2,1423.22,39.22345034273496,237.0,1,99.31719754242884,172.0133545088129,5,274.89161461542494,0
47494,7,23.0,1,33470.66,2562.221666666667,6.0,3.0,7.0,4.0,30.0,9.0,8.98,0.0,2,1423.22,35.7184140411065,239.0,0,99.31719754242884,63.78318521277888,5,333.12178391145903,0
47578,3,46.0,13,8816.71,820.7258333333333,10.0,5.0,22.0,7.0,28.0,17.0,7.66,9.0,0,1709.48,24.75863358127515,177.0,0,32.186039615113145,49.50038762866127,5,234.94828560865184,0
47581,6,46.0,13,8816.71,768.9763681816107,10.0,5.0,22.0,7.0,28.0,16.0,12.66,14.0,0,1709.48,37.35265851569441,180.0,1,83.93550476683569,49.50038762866127,5,290.38615608955894,0
47596,5,32.0,4,32473.0,2797.083333333333,4.0,5.0,6.0,0.0,14.0,1.0,8.57,3.0,1,549.95,25.403306748044766,251.0,0,0.0,90.1709353681233,1,439.53739796521006,0
47617,2,32.0,12,35589.97,2794.830833333333,4.0,6.0,14.0,4.0,1.0,11.0,19.4,8.0,2,1484.18,28.38679504909289,172.0,1,98.23221001497294,245.99693272094464,3,205.2539405974157,0
47618,3,32.0,12,35589.97,2794.830833333333,4.0,6.0,14.0,4.0,3.0,11.0,19.4,8.0,2,1484.18,37.51537312510849,173.0,1,98.23221001497294,272.0045615095171,5,199.2463118088433,0
47619,4,32.0,12,35589.97,2794.830833333333,4.0,6.0,14.0,4.0,2.0,8.0,26.4,8.0,2,1484.18,37.01431548242593,174.0,1,98.23221001497294,71.94661250899101,1,359.30426080936945,0
47620,5,32.0,12,35589.97,2794.830833333333,4.0,6.0,14.0,4.0,6.0,13.0,19.4,8.0,2,1484.18,23.062469655454446,175.0,1,98.23221001497294,200.1723170744112,5,271.07855624394927,0
47624,1,31.0,6,33470.43,2744.2025,7.0,5.0,10.0,1.0,6.0,17.0,15.22,883.0,2,1318.49,38.9932301145695,305.0,1,16.08807428504812,81.59464242055451,3,347.57018753865435,0
47625,2,31.0,6,33470.43,2744.2025,7.0,5.0,10.0,1.0,11.0,15.0,15.22,4.0,2,1318.49,35.04906080451134,306.0,1,16.08807428504812,319.04500572194286,5,229.28716999300903,0
47626,3,31.0,6,33470.43,2744.2025,7.0,5.0,10.0,1.0,4.0,14.0,15.22,8.0,2,1318.49,28.538191411828947,307.0,0,16.08807428504812,81.59464242055451,3,446.7375332943973,0
47643,4,33.0,4,15717.275,1270.7729166666666,1.0,5.0,8.0,1.0,2.0,8.0,7.03,1.0,1,1020.27,27.961279880399747,373.0,0,12.442875155383945,65.37577305082654,3,319.2586434604562,0
47647,8,34.0,4,15717.275,1131.0343164265475,1.0,5.0,8.0,1.0,-1.0,8.0,7.03,1.0,1,1020.27,26.46211532409237,377.0,0,152.18147539550287,146.84954628537986,5,257.78487022590286,0
47650,3,20.0,9,22728.9,1773.075,5.0,3.0,16.0,3.0,26.0,9.0,16.27,4.0,2,888.02,32.532750274364375,301.0,1,42.19175511605128,58.387222898333405,1,326.7285219856153,0
47653,6,21.0,9,22728.9,1773.075,5.0,3.0,16.0,3.0,26.0,9.0,16.27,4.0,2,888.02,24.80630495138821,304.0,1,42.19175511605128,101.59143396635552,3,303.5243109175932,0
47680,1,51.0,8,24749.2,2142.433333333333,4.0,4.0,19.0,1.0,28.0,10.0,4.41,4.0,2,1188.44,26.04465264615603,395.0,0,12.428471844917375,106.14263078256614,3,365.6722307058498,0
47681,2,51.0,8,24749.2,2142.433333333333,4.0,4.0,19.0,1.0,33.0,7.0,4.41,4.0,2,1188.44,38.94788442504907,396.0,0,12.428471844917375,80.75031333851271,3,391.06454814990326,0
47682,3,51.0,8,24749.2,2142.433333333333,4.0,4.0,19.0,1.0,30.0,10.0,4.41,4.0,2,1188.44,25.64855852083892,397.0,0,12.428471844917375,105.3002681042752,3,366.5145933841408,0
47687,8,51.0,8,24749.2,2142.433333333333,4.0,4.0,19.0,1.0,29.0,10.0,2.41,9.0,2,1188.44,36.82838747877981,402.0,0,12.428471844917375,143.15446401947256,5,348.6603974689434,0
47688,1,27.0,5,29453.84,2227.4866666666667,7.0,5.0,12.0,5.0,7.0,21.0,19.45,7.0,2,249.36,33.06655040245708,176.0,1,86.08630790375713,284.23642944427866,5,142.4259293186309,0
47689,2,28.0,5,29453.84,2227.4866666666667,7.0,5.0,12.0,5.0,7.0,23.0,19.45,7.0,2,249.36,29.411867391244453,177.0,1,86.08630790375713,53.34690489701212,2,343.31545386589744,0
47690,3,28.0,5,29453.84,2227.4866666666667,7.0,5.0,12.0,5.0,7.0,20.0,19.45,7.0,2,249.36,27.13401222872395,178.0,1,86.08630790375713,53.58630070190657,0,323.076058061003,0
47714,3,30.0,13,18390.3,1626.525,9.0,10.0,26.0,6.0,49.0,17.0,27.89,6.0,0,3383.55,25.34958149706137,6.0,1,52.422056164616926,148.51404204914718,5,251.716401786236,0
47717,6,31.0,13,18390.3,1626.525,9.0,10.0,26.0,6.0,49.0,17.0,17.89,10.0,0,3383.55,29.70799745607899,8.5,1,52.422056164616926,128.5044722728877,4,261.72597156249543,0
47718,7,31.0,13,18390.3,1626.525,9.0,10.0,26.0,6.0,49.0,19.0,21.89,10.0,0,3383.55,39.1658188416931,10.0,1,52.422056164616926,78.71979748169845,4,311.5106463536846,0
47719,8,31.0,13,18390.3,1626.525,9.0,10.0,26.0,6.0,49.0,19.0,24.89,10.0,0,3383.55,39.39272035328592,11.0,1,52.422056164616926,69.12230588499789,4,321.1081379503852,0
47722,3,48.0,13,30162.35,2501.5291666666667,5.0,7.0,16.0,4.0,16.0,14.0,4.26,0.0,2,1278.35,35.18942519717977,306.0,0,76.36269392667178,153.34881688202037,2,310.44140585797453,0
47724,5,48.0,13,30162.35,2501.5291666666667,5.0,7.0,16.0,4.0,18.0,14.0,4.26,0.0,2,1278.35,32.98452097578714,308.0,0,76.36269392667178,54.110239021355255,1,369.6799837186396,0
47728,1,30.0,14,52046.28,4067.19,8.0,4.0,13.0,3.0,8.0,21.0,12.41,6.0,2,2314.66,37.79233926915696,70.0,1,88.50752114890963,232.93967886185044,2,345.27179998923987,0
47729,2,30.0,14,52046.28,4067.19,8.0,4.0,13.0,3.0,8.0,16.0,12.41,6.0,2,2314.66,24.63022460930617,71.0,1,88.50752114890963,253.81997502733088,2,324.3915038237596,0
47730,3,30.0,14,52046.28,4067.19,8.0,4.0,13.0,3.0,8.0,18.0,12.41,6.0,2,2314.66,39.38323622959063,72.0,1,88.50752114890963,83.00127123235944,1,485.21020761873086,0
47732,5,30.0,14,52046.28,4067.19,8.0,4.0,13.0,3.0,8.0,18.0,12.41,6.0,2,2314.66,36.55599884653103,74.0,1,88.50752114890963,135.37546153902986,1,432.83601731206056,0
47744,1,23.0,14,41694.36,3595.53,1.0,7.0,5.0,3.0,4.0,2.0,10.15,1.0,1,556.65,40.60146007852139,293.0,0,84.47066365406529,72.72412154074189,0,442.35821480519286,0
47746,3,23.0,14,41694.36,3595.53,1.0,7.0,5.0,3.0,4.0,1.0,10.15,3.0,1,556.65,27.672411137502586,295.0,0,84.47066365406529,73.86707682559553,0,441.21525952033926,0
47750,7,23.0,14,41694.36,3595.53,1.0,7.0,5.0,3.0,6.0,1.0,10.15,3.0,1,556.65,27.94305014589336,299.0,0,84.47066365406529,227.61290239296645,0,317.4694339529683,0
47753,2,38.0,14,40085.46,3455.455,6.0,6.0,18.0,5.0,45.0,15.0,1.97,12.0,0,2343.0,24.03924284316405,225.0,1,142.1126209131704,421.6950597484784,5,71.73781933835136,0
47760,1,38.0,8,9917.025,1099.4187499999996,5.0,6.0,17.0,2.0,9.0,17.0,13.96,8.0,2,1065.19,35.433231717192385,146.0,0,14.199057632211831,21.538745774038848,0,314.2040715937493,0
47761,2,38.0,8,9917.025,1099.4187499999996,5.0,6.0,17.0,2.0,9.0,15.0,13.96,8.0,2,1065.19,27.34691312174107,147.0,1,14.199057632211831,54.7603181073716,4,320.9824992604165,0
47762,3,38.0,8,9917.025,1099.4187499999996,5.0,6.0,17.0,2.0,11.0,17.0,13.96,8.0,2,1065.19,38.90210102367693,148.0,1,14.199057632211831,108.13597086390342,4,267.60684650388475,0
47763,4,38.0,8,9917.025,1099.4187499999996,5.0,6.0,17.0,2.0,9.0,17.0,13.96,8.0,2,1065.19,22.077530920934898,149.0,1,14.199057632211831,47.65053154807551,2,308.09228581971263,0
47764,5,38.0,8,9917.025,1099.4187499999996,5.0,6.0,17.0,2.0,12.0,17.0,7.960000000000001,8.0,2,1065.19,25.28741751675957,150.0,1,14.199057632211831,72.94184399985056,4,312.8009733679376,0
47766,7,38.0,8,9917.025,1099.4187499999996,5.0,6.0,17.0,2.0,14.0,17.0,13.96,8.0,2,1065.19,25.89753113037084,152.0,1,14.199057632211831,109.60743660705398,5,276.13538076073417,0
47767,8,38.0,8,9917.025,1099.4187499999996,5.0,6.0,17.0,2.0,13.0,17.0,13.96,8.0,2,1065.19,33.130580371244896,148.5,1,14.199057632211831,57.36354395167072,3,308.37927341611737,0
47784,1,31.0,13,36707.7,3052.975,5.0,5.0,19.0,5.0,15.0,20.0,10.03,7.0,2,1867.79,28.180673908877672,136.0,0,130.6361346342992,301.00270540330035,2,163.65865996240046,0
47786,3,31.0,13,36707.7,3052.975,5.0,5.0,19.0,5.0,15.0,20.0,10.03,7.0,2,1867.79,30.846725751079248,138.0,1,130.6361346342992,245.6394441900786,3,199.02192117562225,0
47788,5,31.0,13,36707.7,3052.975,5.0,5.0,19.0,5.0,15.0,20.0,7.029999999999999,7.0,2,1867.79,26.887727110654744,140.0,1,130.6361346342992,321.5919555397997,5,143.06940982590112,0
47789,6,32.0,13,36707.7,3052.975,5.0,5.0,19.0,5.0,15.0,23.0,10.03,7.0,2,1867.79,34.25515991110114,141.0,1,130.6361346342992,192.3840729773701,2,242.2772923883307,0
47793,2,53.0,11,40428.66,3553.0550000000007,3.0,5.0,6.0,0.0,9.0,13.0,7.66,1.0,2,72.67,36.8583044486016,369.0,0,0.0,91.23929567864757,0,504.0662043213525,0
47802,3,26.0,12,40255.56,3323.63,6.0,3.0,20.0,0.0,24.0,13.0,14.38,5.0,2,1001.61,27.854722919328275,335.0,1,0.0,262.6777940206736,1,479.36246106661673,0
47804,5,26.0,12,40255.56,3323.63,6.0,3.0,20.0,0.0,24.0,13.0,12.38,5.0,2,1001.61,27.106326325973185,337.0,1,0.0,388.29305781344607,5,234.069942186554,0
47805,6,26.0,12,40255.56,3323.63,6.0,3.0,20.0,0.0,24.0,13.0,12.38,5.0,2,1001.61,28.28770833824136,338.0,1,0.0,262.6777940206736,3,339.6852059793264,0
47806,7,26.0,12,40255.56,3323.63,6.0,3.0,20.0,0.0,24.0,13.0,12.38,5.0,2,1001.61,24.06093277290433,339.0,1,0.0,248.1167523482341,3,354.2462476517658,0
47848,1,47.0,7,19749.315,1635.77625,0.0,6.0,8.0,2.0,7.0,0.0,8.68,1.0,1,1286.51,27.297970075528607,282.5,0,17.849500171629742,93.8726353292646,2,331.85548949910566,0
47849,2,47.0,7,19749.315,1635.77625,0.0,6.0,8.0,2.0,7.0,0.0,8.68,1.0,1,1286.51,33.89635061752771,282.0,0,17.849500171629742,34.7708676851952,0,350.95725714317507,0
47850,3,47.0,7,19749.315,1635.77625,0.0,6.0,8.0,2.0,7.0,0.0,8.68,1.0,1,1286.51,33.174877878611525,283.0,0,17.849500171629742,64.32175150722989,5,292.90242177135826,0
47880,1,22.0,2,29960.97,2240.7475,3.0,6.0,14.0,1.0,15.0,16.0,19.54,6.0,2,744.37,27.35707178962973,371.0,1,17.23485856709106,31.66045176776707,1,425.1794396651417,0
47883,4,22.0,2,29960.97,2240.7475,3.0,6.0,14.0,1.0,15.0,16.0,19.54,6.0,2,744.37,25.46190611126602,374.0,1,17.23485856709106,142.2248482553269,2,324.61504317758204,0
47884,5,22.0,2,29960.97,2240.7475,3.0,6.0,14.0,1.0,15.0,16.0,19.54,6.0,2,744.37,38.24963792413552,375.0,1,17.23485856709106,295.9931166931813,5,200.8467747397276,0
47885,6,22.0,2,29960.97,2240.7475,3.0,6.0,14.0,1.0,16.0,16.0,19.54,6.0,2,744.37,26.33532646100821,376.0,1,17.23485856709106,111.20557294542964,2,355.63431848747933,0
47886,7,22.0,2,29960.97,2240.7475,3.0,6.0,14.0,1.0,15.0,17.0,19.54,6.0,2,744.37,31.74105774273617,377.0,1,17.23485856709106,84.05065123563244,1,372.7892401972765,0
47887,8,22.0,2,29960.97,2240.7475,3.0,6.0,14.0,1.0,15.0,19.0,19.54,6.0,2,744.37,29.645878529884754,378.0,1,17.23485856709106,128.15050297311114,5,368.6893884597978,0
47912,1,45.0,2,11646.925,1135.5770833333331,7.0,4.0,7.0,0.0,21.0,11.0,8.54,1.0,1,782.26,37.74426414847921,393.0,0,0.0,85.81494076236585,4,307.7427675709675,0
47918,7,45.0,2,11646.925,1135.5770833333331,7.0,4.0,7.0,0.0,21.0,11.0,4.54,6.0,1,782.26,34.67225438656435,394.0,0,0.0,61.4003083483823,5,342.15739998495104,0
47919,8,46.0,2,11646.925,1135.5770833333331,7.0,4.0,7.0,0.0,26.0,9.0,4.54,6.0,1,782.26,24.48812158019279,395.0,0,0.0,72.28518863901448,3,311.2725196943188,0
47920,1,54.0,6,22434.16,2060.5133333333333,3.0,3.0,17.0,1.0,6.0,20.0,8.62,1.0,2,13.72,28.518634535587665,392.0,1,17.040315207574178,43.32959282783243,0,385.6814252979268,0
47922,3,54.0,6,22434.16,2060.5133333333333,3.0,3.0,17.0,1.0,10.0,22.0,15.62,1.0,2,13.72,29.25488355257341,394.0,1,17.040315207574178,136.8709834911173,3,322.1400346346419,0
47950,7,29.0,14,39566.48,3050.206666666667,10.0,8.0,17.0,3.0,29.0,17.0,8.15,7.0,2,1917.58,25.65163424473728,82.0,0,63.70828191554105,94.20509098674876,1,397.1072937643769,0
47952,1,40.0,12,58596.3,4976.0250000000015,5.0,4.0,12.0,4.0,12.0,8.0,4.04,3.0,1,286.92,30.230350853837344,286.0,0,150.95015662497303,345.21174209934617,2,261.4406012756808,0
47953,2,40.0,12,58596.3,4976.0250000000015,5.0,4.0,12.0,4.0,13.0,8.0,4.04,3.0,1,286.92,39.57730776030001,287.0,0,150.95015662497303,10000.0,4,335.0614874029533,0
47954,3,40.0,12,58596.3,4976.0250000000015,5.0,4.0,12.0,4.0,12.0,8.0,4.04,3.0,1,286.92,36.74789349462316,288.0,0,150.95015662497303,205.989086966164,1,390.663256408863,0
47969,2,18.0,3,19125.75,1437.8125,3.0,6.0,4.0,3.0,19.0,15.0,11.32,2286.0,1,1243.2,35.19658482042124,246.0,0,33.557744248711664,10000.0,5,244.33442737286623,0
47972,5,18.0,3,19125.75,1437.8125,3.0,6.0,4.0,3.0,14.0,11.0,8.32,0.0,1,1243.2,38.74446147053981,249.0,0,33.557744248711664,53.703765060227326,3,326.51974069106103,0
47987,4,32.0,0,20168.99,1682.08369645572,5.0,7.0,19.0,7.0,14.0,16.0,9.41,9.0,2,2043.24,40.492785250315634,193.0,1,172.9610453898591,19.44898138330964,1,335.4303601044446,0
47989,6,32.0,0,20168.99,1682.08369645572,5.0,7.0,19.0,7.0,14.0,15.0,9.41,9.0,2,2043.24,25.979955855276533,195.0,1,172.9610453898591,69.70578924936856,1,285.1735522383857,0
47991,8,32.0,0,20168.99,1682.08369645572,5.0,7.0,19.0,7.0,17.0,10.0,9.41,9.0,2,2043.24,32.08397542411924,197.0,1,172.9610453898591,152.95714532294744,5,241.92219616480685,0
48005,6,42.0,3,18202.235,1259.8529166666667,2.0,2.0,3.0,0.0,6.0,4.0,1.78,3.0,1,1346.83,27.779481562244115,270.0,0,0.0,148.2250110010523,5,267.76028066561435,0
48008,1,26.0,12,35038.35,3156.8625,4.0,4.0,18.0,3.0,8.0,18.0,9.97,1.0,2,362.03,28.340593560441608,395.0,1,64.24529761914897,161.1198451505366,5,380.3211072303144,0
48010,3,26.0,12,35038.35,3156.8625,4.0,4.0,18.0,3.0,8.0,16.0,8.97,4.0,2,362.03,31.963603740010303,397.0,1,64.24529761914897,182.4362120067133,2,329.00474037413767,0
48011,4,26.0,12,35038.35,3156.8625,4.0,4.0,18.0,3.0,8.0,16.0,10.97,4.0,2,362.03,35.596853122248724,398.0,1,64.24529761914897,10000.0,5,281.7236423512507,0
48012,5,27.0,12,35038.35,3156.8625,4.0,4.0,18.0,3.0,7.0,16.0,9.97,4.0,2,362.03,31.49210671038873,399.0,0,64.24529761914897,248.23131301756112,5,293.20963936328985,0
48013,6,27.0,12,35038.35,3156.8625,4.0,4.0,18.0,3.0,8.0,16.0,9.97,4.0,2,362.03,37.54853896782362,400.0,1,64.24529761914897,216.29370258137496,2,295.14724979947607,0
48024,1,18.0,13,14020.86,1241.405,2.0,3.0,9.0,0.0,10.0,5.0,11.26,2.0,1,1360.5,32.09357861469626,208.0,0,0.0,105.53280162175554,3,288.60769837824444,0
48026,3,18.0,13,14020.86,1241.405,2.0,3.0,9.0,0.0,10.0,8.0,11.26,2.0,1,1360.5,27.307151923424765,210.0,0,0.0,25.016442088861943,1,349.1240579111381,0
48027,4,18.0,13,14020.86,1241.405,2.0,3.0,9.0,0.0,13.0,8.0,11.26,2.0,1,1360.5,24.06823418663237,211.0,0,0.0,43.46268856240418,1,330.67781143759584,0
48028,5,18.0,13,14020.86,1241.405,2.0,3.0,9.0,0.0,10.0,11.0,11.26,2.0,1,1360.5,34.486768413435804,211.0,0,0.0,97.9607011271552,4,306.1797988728448,0
48029,6,18.0,13,14020.86,1241.405,2.0,3.0,9.0,0.0,10.0,5.0,8.26,2.0,1,1360.5,33.464103359296686,213.0,0,0.0,51.66127703384437,5,362.4792229661557,0
48030,7,18.0,13,14020.86,1241.405,2.0,3.0,9.0,0.0,10.0,5.0,11.26,7.0,1,1360.5,31.4562461529792,214.0,0,0.0,51.66127703384437,5,299.34786677950143,0
48056,1,25.0,7,20099.99,1637.999166666667,7.0,6.0,9.0,2.0,16.0,9.0,17.16,7.0,2,401.73,36.98776768828824,219.0,1,26.229343915187307,59.80680675232809,3,347.76376599915125,0
48057,2,25.0,7,20099.99,1637.999166666667,7.0,6.0,9.0,2.0,16.0,7.0,17.16,7.0,2,401.73,37.14672782768197,220.0,1,26.229343915187307,179.1204390329156,2,248.4501337185638,0
48058,3,25.0,7,20099.99,1637.999166666667,7.0,6.0,9.0,2.0,13.0,10.0,17.16,7.0,2,401.73,29.09704859329732,221.0,1,26.229343915187307,33.915960414089064,1,353.6546123373903,0
48060,5,26.0,7,20099.99,1637.999166666667,7.0,6.0,9.0,2.0,16.0,10.0,17.16,12.0,2,401.73,27.91247713019863,223.0,1,26.229343915187307,45.34685218889984,4,372.2237205625795,0
48061,6,26.0,7,20099.99,1637.999166666667,7.0,6.0,9.0,2.0,16.0,10.0,17.16,12.0,2,401.73,24.779569254243302,224.0,1,26.229343915187307,94.37099880340556,4,323.1995739480738,0
48075,4,28.0,10,50493.8,4231.816666666667,4.0,4.0,12.0,7.0,15.0,15.0,18.52,7.0,2,1453.63,26.69979047185307,176.0,1,201.7436564283949,157.58084546692112,1,313.85716477135065,0
48076,5,28.0,10,50493.8,4231.816666666667,4.0,4.0,12.0,7.0,15.0,15.0,18.52,7.0,2,1453.63,28.579482020488967,177.0,1,201.7436564283949,86.68836630883908,0,374.7496439294326,0
48077,6,28.0,10,50493.8,4231.816666666667,4.0,4.0,12.0,7.0,15.0,15.0,18.52,7.0,2,1453.63,25.31347442463398,178.0,1,201.7436564283949,54.118324922703714,0,407.3196853155681,0
48079,8,28.0,10,50493.8,4231.816666666667,4.0,4.0,12.0,7.0,15.0,15.0,14.52,7.0,2,1453.63,40.14623698576288,180.0,1,201.7436564283949,98.77166699303896,1,372.6663432452328,0
48080,1,26.0,10,59505.12,4898.76,5.0,7.0,17.0,2.0,7.0,11.0,9.9,6.0,2,1491.91,32.041384240408505,116.0,1,71.90689734754442,78.18114790354883,1,589.7879547489068,0
48081,2,26.0,10,59505.12,4898.76,5.0,7.0,17.0,2.0,7.0,11.0,9.9,6.0,2,1491.91,40.20534888317432,117.0,1,71.90689734754442,99.32171700661354,2,578.6473856458422,0
48082,3,26.0,10,59505.12,4898.76,5.0,7.0,17.0,2.0,7.0,14.0,9.9,6.0,2,1491.91,24.44347393672956,118.5,1,71.90689734754442,182.152759608689,1,485.8163430437666,0
48083,4,27.0,10,59505.12,4898.76,5.0,7.0,17.0,2.0,7.0,11.0,9.9,6.0,2,1491.91,37.42392142714697,118.5,1,71.90689734754442,99.32171700661354,2,513.977798659575,0
48084,5,27.0,10,59505.12,4898.76,5.0,7.0,17.0,2.0,7.0,11.0,9.9,7.0,2,1491.91,41.487727799876296,120.0,1,71.90689734754442,87.47078227365223,1,580.4983203788032,0
